>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
>HWI-D00270:269:CBE67ANXX:6:1101:1862:1716;1:N:0:ACTGAT	K562.SRSF9.KD.rep1.R1	100
